ID,Edad,Sexo,Estado_Civil,Numero_Hijos,Nivel_Educativo,Zona_Vivienda,Estrato,Sector,Tamaño_Empresa,Trabajo_Turnos,Tipo_Contrato,Horas_Semana,Ingreso,Tipo_Cargo,Personas_Cargo,Años_Experiencia,Antiguedad_Cargo,Modalidad,Horas_Traslado,Horas_Formacion,CT1,CT2,CT3,PT1,PT2,PT3,PT4,CL1,CL2,CL3,CL4,CL5,CL6,CL7,AC1,AC2,AC3,CR1,CR2,CR3,CR4,CoR1,CoR2,CoR3,GC1,GC2,GC3,GC4,SM1,SM2,SM3,SM4,SM5,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,IR1,IR2,IR3,IR4,FT1,FT2,FT3,FT4,FT5,TF1,TF2,TF3,TF4,TF5,BU1,BU2,BU3,BU4,BU5,BU6,BU7,BU8,BU9,BU10,BU11,BU12,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BP8,BP9,BP10,SOM1,SOM2,SOM3,SOM4,SOM5,DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,IR1_original,outlier_flag,CTRL,PRES,LIDER,COMP,ROL_C,ROL_CON,CAMBIO,SM_ORG,SAT,RETIRO,FAM_TRAB,TRAB_FAM,BURNOUT,BIENESTAR,SOMATIZ,DESGASTE
25,55,Mujer,Unión libre,1,Posgrado,Urbana,4.0,Mixto,Entre 50 y 200 empleados,No,Presentación de servicios,32,Entre 3 y 5 SMLV,Administrativo,No,Entre 20 a 25,Entre 1 y 3 años,Presencial,Menos de 1 hora,21.0,2.0,,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,,,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,,2.0,1.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,1.0,2.0,,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,,0,2.0,3.25,3.571,3.0,4.0,3.333,2.0,3.0,4.556,3.5,3.4,3.25,1.7,6.1,1.5,1.429
26,46,Hombre,Casado,2,Profesional,Urbana,1.5,Mixto,Entre 10 y 50 empleados,Si,Libre nombramiento y remocion,41,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Entre 3 y 7 años,Presencial,Menos de 1 hora,28.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,,3.0,,2.0,3.0,4.0,5.0,,4.0,4.0,3.0,5.0,4.0,,5.0,6.0,,5.0,,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,6.0,3.0,6.0,5.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,1,2.0,4.5,2.143,2.333,4.75,3.0,1.25,2.667,4.143,5.333,2.25,3.0,2.833,5.0,4.8,2.5
27,42,Mujer,Soltero,2,Profesional,Urbana,3.0,Mixto,Entre 10 y 50 empleados,No,Otro,52,Entre 1 y 3 SMLV,Administrativo,No,Entre 20 a 25,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,15.0,2.0,,2.0,2.0,,2.0,2.0,5.0,5.0,,4.0,5.0,5.0,4.0,,4.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,,7.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,0,2.0,2.0,4.667,3.5,5.0,1.667,4.0,4.8,6.25,3.25,1.4,2.5,2.091,6.8,3.4,1.75
28,29,Mujer,Soltero,Sin hijos,Profesional,Urbana,3.0,Público,Entre 200 y 500 empleados,No,Presentación de servicios,29,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Menos de 1 año,Presencial,Menos de 1 hora,45.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,,3.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,,6.0,7.0,6.0,,6.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,,4.0,3.0,4.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,0,4.0,2.75,3.8,4.0,4.25,3.333,2.667,4.8,6.143,3.75,2.75,3.8,1.455,6.4,3.2,1.5
29,21,Hombre,Soltero,Sin hijos,Posgrado,Urbana,4.0,Público,Más de 500 empleados,No,Otro,56,Entre 3 y 5 SMLV,Administrativo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,13.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,5.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,,3.0,4.0,4.0,,3.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0,4.667,1.25,3.714,3.5,4.25,1.667,3.0,3.5,5.222,4.0,3.0,4.0,3.833,5.9,2.75,1.375
30,45,Mujer,Unión libre,Sin hijos,Posgrado,Urbana,3.0,Público,Entre 50 y 200 empleados,Si,Presentación de servicios,35,Entre 1 y 3 SMLV,Administrativo,No,Menos de 1 año,Entre 1 y 3 años,Híbrido,Menos de 1 hora,18.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,,2.0,3.0,3.0,4.0,,3.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,,4.0,5.0,6.0,5.0,,5.0,4.0,,6.0,1.0,0,1.333,5.0,1.333,4.0,4.5,4.0,2.0,2.6,2.857,7.0,2.4,5.0,4.667,5.2,4.0,5.167
31,36,Mujer,Viudo,1,Posgrado,Urbana,3.0,Público,Entre 50 y 200 empleados,Si,Libre nombramiento y remocion,38,Entre 3 y 5 SMLV,Administrativo,Si,Entre 1 a 5,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,22.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,6.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,,2.0,4.0,5.0,4.0,5.0,3.0,0,1.667,3.5,2.667,4.0,4.25,2.667,3.0,3.0,4.111,5.0,2.6,3.6,4.909,4.6,5.0,4.143
32,53,Mujer,Casado,2,Tecnológico,Urbana,2.0,Mixto,Más de 500 empleados,No,Presentación de servicios,47,Entre 1 y 3 SMLV,Operativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Menos de 1 hora,48.0,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,,4.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,,4.0,6.0,4.0,5.0,4.0,5.0,6.0,,5.0,,5.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,,0,4.0,3.0,3.143,5.0,4.667,3.333,2.0,2.5,4.875,4.667,1.8,2.4,2.417,6.4,2.8,1.571
33,36,Hombre,Casado,Sin hijos,Profesional,Urbana,3.0,Público,Entre 50 y 200 empleados,Si,Carrera,51,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 1 y 3 años,Presencial,Menos de 1 hora,54.0,2.0,2.0,2.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,7.0,6.0,6.0,,2.0,3.0,3.0,3.0,6.0,4.0,6.0,6.0,6.0,,4.0,4.0,2.0,,2.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,0,2.0,4.0,2.857,4.0,4.25,3.5,2.0,3.75,3.778,6.0,2.75,5.6,3.5,4.1,2.75,3.625
34,36,Mujer,Soltero,1,Profesional,Urbana,3.0,Público,Entre 50 y 200 empleados,Si,Libre nombramiento y remocion,42,Entre 1 y 3 SMLV,Administrativo,Si,Menos de 1 año,Entre 3 y 7 años,Híbrido,Menos de 1 hora,7.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,5.0,,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0,2.333,3.5,2.857,4.0,2.5,3.667,1.667,2.0,4.625,4.0,2.2,3.0,3.5,2.9,1.2,4.125
35,25,Hombre,Casado,4,Técnico,Urbana,3.0,Mixto,Entre 50 y 200 empleados,No,Otro,40,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,6.0,,1.0,1.0,4.0,,4.0,4.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,7.0,6.0,6.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,7.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,6.0,5.0,,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,2.0,0,1.0,4.0,1.167,5.0,3.75,2.667,1.75,2.6,2.778,6.25,2.0,4.2,6.333,4.3,5.25,5.25
36,37,Mujer,Soltero,2,Posgrado,Urbana,2.0,Público,Más de 500 empleados,No,Presentación de servicios,37,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,10.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,2.0,3.0,2.0,4.0,3.0,,3.0,4.0,4.0,3.0,,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,6.0,6.0,5.0,5.0,5.0,,7.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,0,3.0,4.0,2.667,3.5,3.5,2.5,2.5,3.0,4.444,4.333,2.4,5.4,4.909,3.6,4.4,3.375
37,33,Mujer,Soltero,2,Tecnológico,Urbana,3.0,Mixto,Entre 200 y 500 empleados,No,Carrera,43,Entre 5 y 10 SMLV,Operativo,No,Entre 1 a 5,Menos de 1 año,Presencial,Entre 1 y 2 horas,46.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,,3.0,3.0,,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,,6.0,4.0,,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,7.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,2.0,1.0,2.0,,5.0,3.0,4.0,6.0,4.0,5.0,4.0,5.0,,0,2.667,3.0,3.25,4.0,4.5,2.0,3.25,3.0,4.222,5.0,2.4,3.6,4.583,4.3,1.667,4.5
38,47,Mujer,Soltero,2,Profesional,Urbana,3.0,Público,Entre 50 y 200 empleados,No,Provisionalidad,46,Entre 1 y 3 SMLV,Directivo,No,Entre 15 a 20,Entre 1 y 3 años,Presencial,Entre 2 y 3 horas,5.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,,2.0,3.0,2.0,3.0,3.0,,,3.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,,4.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,7.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,,4.0,4.0,3.0,5.0,0,2.0,4.5,3.5,2.333,4.25,2.667,2.333,3.0,5.222,2.75,3.5,4.6,4.182,5.3,3.0,3.143
40,52,Hombre,Soltero,Sin hijos,Posgrado,Urbana,5.0,Mixto,Entre 200 y 500 empleados,Si,Carrera,36,Entre 1 y 3 SMLV,Administrativo,No,Más de 25,Menos de 1 año,Presencial,Entre 1 y 2 horas,11.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,,4.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,3.0,3.0,4.0,,3.0,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,0,3.0,3.25,5.0,2.667,4.333,2.667,3.5,4.6,6.0,3.333,2.75,1.2,2.667,6.6,2.0,3.875
41,23,Hombre,Soltero,1,Posgrado,Urbana,2.0,Público,Entre 50 y 200 empleados,Si,Provisionalidad,47,Entre 1 y 3 SMLV,Directivo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,31.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,7.0,6.0,6.0,,6.0,7.0,6.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,2.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,7.0,0,2.0,3.0,3.0,4.0,4.5,2.333,3.0,2.8,6.375,1.0,2.25,3.6,1.455,5.7,1.6,3.625
42,23,Hombre,Separado,2,Bachiller,Urbana,3.0,Público,Entre 10 y 50 empleados,No,Provisionalidad,45,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Entre 3 y 7 años,Presencial,Menos de 1 hora,21.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,,3.0,1.0,,3.0,3.0,4.0,4.0,3.0,3.0,,3.0,4.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,3.0,0,4.0,1.25,3.857,3.667,4.333,2.0,3.5,3.25,5.333,4.5,2.2,1.75,1.833,6.5,1.4,1.333
43,55,Mujer,Separado,1,Técnico,Urbana,5.0,Público,Entre 50 y 200 empleados,Si,Carrera,46,Entre 1 y 3 SMLV,Administrativo,Si,Entre 5 a 10,Más de 10 años,Presencial,Menos de 1 hora,9.0,,4.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,,5.0,6.0,6.0,6.0,,6.0,6.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,,4.0,2.0,4.0,2.0,2.0,2.0,,2.0,,5.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,0,3.5,1.5,5.0,4.667,5.0,1.5,3.25,3.6,5.571,2.5,1.5,2.0,2.444,5.1,2.4,2.5
44,41,Hombre,Soltero,1,Profesional,Urbana,2.0,Público,Entre 200 y 500 empleados,No,Carrera,39,Entre 1 y 3 SMLV,Operativo,Si,Entre 5 a 10,Entre 1 y 3 años,Híbrido,Menos de 1 hora,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,,1.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,7.0,0,2.0,2.75,3.429,4.0,4.5,1.667,3.25,3.0,5.25,1.5,3.6,3.6,1.333,5.6,3.25,1.571
45,48,Mujer,Casado,Sin hijos,Posgrado,Urbana,4.0,Público,Entre 50 y 200 empleados,No,Provisionalidad,27,Entre 1 y 3 SMLV,Directivo,No,Entre 10 a 15,Menos de 1 año,Presencial,Menos de 1 hora,28.0,2.0,1.0,1.0,4.0,4.0,,4.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,,6.0,4.0,6.0,6.0,,5.0,5.0,4.0,5.0,6.0,4.0,1,1.333,4.0,2.167,3.667,4.0,4.0,3.0,3.6,4.667,4.0,2.2,1.8,4.545,3.8,5.25,5.286
46,54,Mujer,Unión libre,3,Posgrado,Urbana,2.0,Público,Entre 50 y 200 empleados,Si,Carrera,36,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Entre 1 y 3 años,Presencial,Menos de 1 hora,23.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,,4.0,5.0,3.0,4.0,,1.0,1.0,1.0,1.0,2.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,2.0,,2.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,0,3.333,2.75,2.714,3.667,4.75,2.5,4.0,1.0,3.625,6.0,1.8,2.75,3.333,4.8,2.0,3.25
47,21,Hombre,Casado,1,Profesional,Urbana,2.0,Mixto,Entre 200 y 500 empleados,No,Carrera,36,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Menos de 1 hora,82.625,3.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,,5.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,,7.0,6.0,6.0,5.0,,5.0,,3.0,4.0,3.0,3.0,3.0,4.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,,6.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,1,4.0,2.25,2.857,2.333,4.333,2.0,3.0,3.0,2.556,6.333,4.333,3.4,6.273,4.9,3.2,4.75
48,46,Mujer,Casado,2,Profesional,Urbana,3.0,Público,Entre 50 y 200 empleados,No,Presentación de servicios,59,Entre 3 y 5 SMLV,Operativo,Si,Entre 5 a 10,Entre 1 y 3 años,Presencial,Menos de 1 hora,82.625,4.0,4.0,5.0,2.0,3.0,2.0,,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,6.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,1,4.333,2.333,4.571,3.667,5.0,2.0,3.75,4.2,5.125,2.667,2.2,1.25,2.545,5.2,1.6,2.375
49,46,Hombre,Soltero,Sin hijos,Posgrado,Urbana,3.0,Público,Entre 50 y 200 empleados,No,Otro,45,Entre 1 y 3 SMLV,Administrativo,Si,Entre 1 a 5,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,13.0,4.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,,1.0,,2.0,5.0,5.0,4.0,,4.0,7.0,7.0,5.0,7.0,,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,6.0,7.0,7.0,6.0,,7.0,7.0,6.0,6.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,0,3.667,3.333,3.143,4.333,5.0,2.0,3.5,4.2,5.222,1.5,4.5,6.5,2.917,6.444,2.4,1.125
